"id";"description";"EMO"
"960882120616878";"hahha seit Monaten reden wir bei unseren Spaziergängen darüber - dafür sind wir dann Rassisten und all das Übel der Welt überhaupt....";"yes"
"977041242334299";"und er ist der Haupt Arschloch https://www.facebook.com/irreligious.ly";"yes"
"960886233949800";"https://www.youtube.com/watch?v=3UgX1toin8k";"no"
"960889030616187";"alles phöse, phöse Nahsis!!... Hätt das mal einer von uns Deutschen gesagt. Bigotte Welt!!";"yes"
"951587988212958";"Jeder von den Kannacken da bekommt ein Taschengeld von 2500 Euro Und die Wessis betiteln die Ossis seit 25 Jahren als ewige Nörgler und Ausländer werden bevorzugt behandelt seit 2 Jahren ?   Geht Euch da mal ein Licht auf im Westen ^^";"yes"
"966638326707924";"Danke :)";"yes"
"962139500491140";"Sie ernten nun was sie gesät haben http://www.focus.de/politik/deutschland/politik-und-gesellschaft-nrw-in-hoechster-not_id_4850396.html";"no"
"946611872043903";"Wunderbar, und hoffentlich werden die diesmal in die Stadtbezirke mit den größten Stimmenanteilen für rot, rot und grün gesteckt. Die haben doch eine richtig gute und richtige Willkommenskultur. Dann kann ja nichts passieren.";"yes"
"961081237263633";"Wenn es vernünftige Grenzen und Kontrollen gäbe, wäre das Thema ""Abschiebung"" gar nicht existent.";"yes"
"977061592332264";"http://ctemedenne.eu/2015/09/02/spinava-cubo-vyhrozuje-islamsky-stat-merkelove-v-nemcine/";"no"
"977047979000292";"Wahnsinn mal ein Bericht in Bild wo die verfehlte Politik erwähnt wird http://www.bild.de/politik/ausland/michael-wolffsohn/zwischenruf-fluechtlinge-sind-rechnung-fuer-verfehlte-politik-42470672.bild.html";"yes"
"977024042336019";"Asylforderer trifft es voll auf den Kopf.....es sollte eher heißen Asylsuchende";"yes"
"961099013928522";"Einer von diesem emphatielosen Pack... Pfui!
Der kann doch gleich zu den Nazis bei Pegida gehen...
Falls das nicht ganz klar sein sollte: [Ironie off]";"yes"
"960984053940018";"http://www.info-direkt.at/insider-die-usa-bezahlen-die-schlepper-nach-europa/";"no"
"977024499002640";"Wenn die Essen aus dem Fenster werfen, weil sie nach Germoney wollen. Und die gehen freiwillig in einen Land, wo sie kein Hartz 4 bekommen... in leben nicht!!??";"yes"
"960851233953300";"http://www.allgemeine-zeitung.de/lokales/mainz/nachrichten-mainz/verfassungsrechtler-forderung-nach-getrenntem-schwimmunterricht-widerspricht-grundgesetz_15960660.htm";"no"
"962227707148986";"Läuft doch Alles wie "" geschmiert "" :-)";"yes"
"951869571518133";"Wenn da irgend welche in mein Eltern Haus sollen dann garantiere ich für nichts.";"yes"
"964092133629210";"Die Medien LÜGEN so offensichtlich . . . es ist nicht zu fassen :-( , scheinen aber immer noch genug Leute drauf reinzufallen / daran zu glauben :-( Wilde Horden Schwerstkrimineller schiipPern aus dem SICHEREN NATO-Partneland Türkei auf eine nahegelegene, kleine grieschische Insel und verbreiten Terror & Randale, aber gmx schreibt : "" Allein im Juli sind mehr als 7.000 vor KRIEG und VERFOLGUNG fliehende Menschen auf der griechischen Insel Kos angekommen ""  . . . . abgesehen das ""Krieg"" kein Asyl begründet herrschen in der Türkei weder Krieg noch Verfolgung ! Gestern lief in den Nachrichten auch ein Spot darüber und ein Syrer (der wohl ein 5-Sterne Hotel erwartete) beschwerte sich mit den Worten : "" Ist das Europa? Wenn das Europa ist will ich zurück nach Syrien! "" . . .tja, besser heute noch als morgen :-) http://www.gmx.net/magazine/politik/fluechtlingsdrama-katastrophale-lage-kos-30824270";"yes"
"947095391995551";"nicht alle Einwanderer sind Vergewaltiger! und nicht alle Muslime sind schlecht. (Ich habe Ihnen eine Nachricht darüber). als Ausländer, die Deutschland liebt, möchte ich alle Deutschen geworden patriotischen und stehen gegen  Islamisierung! ;) Ich hoffe, Sie verstehen mich...mein Deutsch ist schlecht.";"yes"
"966649523373471";"In Bankok gab`s auch gerade einen Bomben-Anschlag :-(
Noch hat sich zwar keiner zu bekannt . . .
aber die Musels zetteln da ja auch genug Terror an :-(
Wenigsten kam DAS in unseren ""heute"" Nachrichten, hoffentlich fällt endlich mal der Groschen bei einigen Träumern.";"yes"
"961240137247743";"Udo Görtz woran machst DU denn fest, das bei Pegida nur Abschaum, arbeitsscheues Gesindel und Rechte sind??? Warste mal dabei? Die meisten die spazieren gehen, haben ihr Leben lang gearbeitet u machen sich nun Sorgen um dieses Land. Von wegen arbeitsscheu!! Haste Dir mal den Punkteplan durchgelesen?? Was ist daran bitteschön rechts???";"yes"
"977076302330793";"Das ist doch immer so, solange man das Gesocks nicht um sich rum hat kann man die Antihaltung doch gar nicht verstehen.";"yes"
"962167287155028";"http://www.ka-news.de/region/karlsruhe/Ministerium-gibt-Go-Karlsruher-Asylbewerber-duerfen-kostenlos-Bahn-fahren;art6066,1443412";"no"
"951901774848246";"Das vorgenannte ""Liedl"" hat 52 Strophen ...!";"no"
"960921797279577";"Raussssssssss!!! Schnell";"yes"
"951534568218300";"Wir schreiben noch das Jahr 2015, bis zum Herbst 2017 ist es noch ein langer Weg.";"no"
"961092740595816";"Scheinbar sind keine Kommentare mehr erwünscht!";"yes"
"967088909996199";"Wir wissen eben noch wann wir den Mund aufzumachen haben. :-)";"yes"
"952119071493183";"da haste Deine Muslime https://www.youtube.com/watch?v=f65CG00lwV4";"yes"
"951551574883266";"Stephanie Schulz,klagen würde Jahre dauern,ich glaube da gibt es eher Mord und Totschlag !!!!     Ich denke , das dann auch die Schlafschafe aufwecken und sich das nicht gefallen lassen !!!  Ich lasse niemand rein ,eher bringe ich mich um !!!      Grüsse aus Mannhim     :)";"yes"
"957619584276465";"Laut Onlinespiegel sind wir (sinngemäß) Weicheier, weil wir uns beim Regenguss unter die Altmarktgalerie-Arkaden gestellt haben. Ok, nun wissen wir, was die gegen uns noch vorbringen können. :-)";"yes"
"962167750488315";"http://www.focus.de/politik/deutschland/politik-und-gesellschaft-nrw-in-hoechster-not_id_4850396.html?fbc=fb-shares";"no"
"946658702039220";"Dann soll er doch die Fluechtlinge aufnehmen wenn er genug Platz hat";"yes"
"961232510581839";"Geht arbeiten und tut was für den Staat, anstatt ihn zu schaden. Pfui";"yes"
"960927637278993";"Je weniger Asylanten,  umso mehr für unsere Rentner, Kinder, Sozialschwache...? Eine nette Vorstellung...";"yes"
"962191667152590";"Komisch - Verglichen mit den Karikaturen von Charly Hebdo ist das ja harmlos. Wieso sind dort dann all die Gutmenschlichen Staatsmänner ""spontan"" zusammengekommen um die Meinungsfreiheit zu verteidigen? Damit Gleichbehandlung gegeben ist mus man wohl annehmen, das säntlichen europäischen Politikdarsteller auch hinzer DIESER Karrikatur stehen. Danke für die Unterstützung von Charlie Hebdo und damit die Erlaubnis gleiches auch im übrigen europa zeigen zu dürfen.
PS: Ich persönlich fiende die Karikatur unangemessen, weil hinter der Einwanderung die USA stehen und Europa destabilisieren wollen - Der Einfluss der USA müsste zurückgedrängt werden)";"yes"
"957810160924074";"Einfach Klasse. Dresden Ihr seid Spitze..";"yes"
"946527012052389";"Moe Mac, bist du nur betrunken oder leidest du an chronischer cerebraler Diarrhoe? Dein Beitrag ist nicht nur sinnfrei sondern auch sinnlos. 
Und das Thema ""Aussehen"" hättest DU mal besser nicht nicht angeschnitten... 
Aber mal ne Frage, die ""44"" ist das dein Geburtsjahr oder dein IQ? Und wer sind die Typen auf dem Bild? :D";"yes"
"977073308997759";"Kann mir mal einer erzählen warum Europäisches Recht Schengen, Dublin nicht angewendet wird??? Wo nehmen wir eigentlich die Kohle her, für Kindergärten und Schulen ist kein Geld da, aber für die Forderer werden jetzt 9 Mrd. veranschlagt ohne mit der Wimper zu zucken, wann stehen wir auf oder sind wir wieder mal das dumme Deutsche Volk das zur Schlachtbank geführt wird???";"yes"
"966664216705335";"Der Stream geht leider nicht aber ich bin mit den gedanken bei euch! Weiter so!!";"yes"
"960886167283140";"http://www.nh24.de/index.php/polizei/84325-giessen-zwei-verletzte-bei-bandenraub-in-asylunterkunft";"no"
"960894250615665";"aber ne überlegung wärs wert ...zumindestens für 2 generationen und da könnte man dann immer noch in ruhe überlegen, wies weiter geht ...";"no"
"961025837269173";"Der Mann hat vollkommen recht.Jeder Ausländer der über ein sicheres Zwischenland hierher kommt ,sollte so chnell wie möglich abgeschoben werden";"yes"
"977023632336060";"Mir wäre es lieber, wenn die Leute nicht irgendwelchen Gesinnungsecken hinterherlaufen, sondern mal klar differenzieren würden, dass uns Einwohner Deutschlands die Politik nicht nur verrät, sondern auch massiv wirtschaftlich schaden wird. Und dann hat es sich ""ausgeholfen"".";"yes"
"957817904256633";"Klasse ! Vergesst eines nicht, mit jedem Ausländer der herkommt, rücken wir amerikanischen Zuständen immer ein Stück näher!! Kein zweites Amerika- kein Chaos !!!";"yes"
"961099357261821";"Gerade im ZDF eine Sendung über Flüchtlinge. Kretschmann will den Osten vollstopfen!";"yes"
"961973600507730";"und auch dies wird wieder mal aus der usa heraus forciert ... http://www.info-direkt.at/fluchthelfer-in-made-by-us-think-tank/";"no"
"962237647147992";"so wie sie alles was ich schreibe falsch interpretieren ... warum soll ich es nicht auch einmal so machen ...";"yes"
"977027702335653";"https://www.facebook.com/noszkurwamac/videos/10156446888640206/ So ist in Ungarische Bahnhof";"no"
"947686335269790";"Ich denke  das  ganze  hat 2 Seiten  die eine ist es  liegt  es an die  Politiker  die andere die  Harz IV Empfänger  brauchen  sich  noch nicht  mit  die  Flüchtlinge  aus einander setzen. ...ich  vermute es  wird  bald  weniger  Geld geben  ......dann  hört  die schöne Zeit  auch  auf  ....mir lang  es auch schon  wie  mit den  Steuergelder  rausgeworfen wird";"yes"
"951572768214480";"na von irgendwas müssen die facharbeiter doch leben. hier wird nochmal nachgeschoben, dann lässt es sich gut leben vom kindergeld. die wollen doch ein mischvolk schaffen. hoffe nur das die deutschen frauen so schlau sind und nicht mit denen in de kiste hüpfen. von krankheiten die unsere kulturbereicherer mit reinschleppen ganz zu schweigen. der normale deutsche macht keine kinder weil er existenzängste hat bei dem arbeitsmarkt und der gesamtsituation. aber unseren facharbeitern ist ja das egal. hartz 4 hier ist bestimmt in afrika leben wie ein könig. afrika ist verwüstet, jetzt ist europa dran....";"yes"
"977026749002415";"Die USA bzw die NWO finanziert ja durch ihre verbündeten wie Saudi-Arabien die Terroristen damit erst ein Flüchtlingssturm nach Europa zieht und anschließend soziale Unruhen (Bürgerkrieg)ausbricht......die Amis sorgen sogar im eigenen Land dafür das dort bald ebenfalls Unruhen kommen und die Fema die KZ ähnliche Lager (wen nicht noch schlimmer)betreibt selektiert seit Juni diesen Jahres sogar schon die Bürger wer direkt stirbt,wer ins Lager kommt und wer treu ergeben ist. Anschließend wird ein weltweiter Krieg ausbrechen durch Kämpfe zwischen Iran vs Israel oder Saudi-Arabien ausgelöst.....das ziel der NWO ist danach erreicht:große Teile der Weltbevölkerung ausgelöscht und den Rest komplett unter Kontrolle und als Zwangsarbeiter eingesetzt,natürlich alle mit mikrochips der Fema ""ausgestattet"" was in USA und Afrika teilweise seit 2013 schon der Fall ist! Mal schauen wie lang es dauert bis der Kommentar gesperrt wurde.....";"yes"
"962747137097043";"Vollkommen  richtig mal was gutes  zwischen  durch";"yes"
"958055327566224";"Es ist erschreckend, was für gewalt die asylanten an den tag legen.  Aber wenn deutsche sich wehren gibt es gleich mediale hetzte";"yes"
"977031212335302";"Der Untergang Europas geht hier los...";"yes"
"960926387279118";"keine lust auf LÜGEN ;)";"yes"
"946608642044226";"Und über die Ossis damals gemault! Die schwarzen willkommen heißen! Ihr seid Bazis!";"yes"
"966948773343546";"Gestern war wieder Peggy da ??
Also Pegida NRW in Duisburg und ich habe wie versprochen meine kleine Rede gehalten.

Es hat feste geregnet, also wundert euch nicht über den geringen Beifall, denn die Leute hatten alle Hände voll damit zu tun, ihren Regenschirm festzuhalten. ??

Inzwischen haben wir in Duisburg  jedes Wetter einmal durch.
Vom Schnee über Hagelschauer, vom heissen Sommertag über Sturmböen zum Dauerregen. Wir lassen uns von nichts mehr abhalten um unsere Veranstaltung durchzuführen.
Nicht vom Wetter und auch nicht von der Antifa??

Vielen Dank an die Polizei, die die Gegendemonstranten von der Antifa, deren Verbot als kriminelle Vereinigung ich in meiner Rede gefordert habe, absolut im Griff hatten ??

Alle weiteren Infos und Reden der gestrigen Veranstaltung in Duisburg findet ihr wie immer auf der
pegida nrw facebookseite 
....und wenn ihr schon mal da seid, lasst ruhig ein Like da .... 
Dankeschön ????

https://m.youtube.com/watch?v=Ie4qx6Yyiag";"yes"
"957886570916433";"[@IND]: Asylanträge werden zu 99% abgelehnt. Aber 99% bleiben hier! Wie erklärst du dir das denn?";"yes"
"957889700916120";"WOW! Danke für diesen Link, lieber Rene. Der sagt die WAHRHEIT! Ganz unaufgeregt. Danke und nochmals DANKE für diesen Link!!";"yes"
"960851240619966";"http://www.abendzeitung-muenchen.de/inhalt.kritik-am-bund-seehofer-asylpolitik-ist-katastrophe-mit-ansage.93c19206-462c-4d50-9edb-af02a129feed.html";"no"
"977102835661473";"Julia Schmidt easy, bin selber kein Berliner. Aber einmal/Jahr bin ich in Neukölln bei meinen Jungs auffa Sonnenallee. Grad Weserstr. is krass, das ist nicht mehr das Neukölln von vor 10 Jahren als die MediaMarkt Werbung noch auf türkisch war. Aber die Muslime überrennen uns ja mimimi... *hust*... Gentrifizierung halt.";"yes"
"960895487282208";"Mansche Menschen denken zum Glück, im Gegensatz zu Ihnen, an die Zukunft ihrer Kinder und Enkelkinder! Außerdem geht es vielen Menschen in Deutschland wirklich schlecht und natürlich sollte die Regierung zuerst an das eigene Volk denken!";"yes"
"977127698992320";"und die ich rief die Geister werd ich nun nicht los...";"yes"
"960895220615568";"http://www.presseportal.de/blaulicht/pm/44143/3089491 Einzelfall";"no"
"962268350478255";"und wenn man den Artikel liest, gibt es keinen einzigen (!) validen Hinweis, der diese Behauptung stützen kann. Googelt man, kommt man immer weider auf wenig seriöse Webseiten, die diese behauptung jeweils von der anderen übernehmen. Der ursprungstext ist der Versuch, mit Hilfe der Flüchtlingsproblematik antiamerikanische Hetze zu betreiben.";"yes"
"966665830038507";"Im Osten geht die Sonne auf im Westen geht sie unter.Wir hoffen daß Pegida gibt den, ""Etablierten"" noch mehr Zunder! Glück auf Lutz Bachmann und Truppe.Ihr seid die letzte Hoffnung.Gruß aus dem Sauerland.";"yes"
"951619634876460";"[@IND]. Will jetzt nicht rassistisch klingen. Aber wenn du Dackel vor dem Aussterben retten willst, dann darfst du sie nicht mit Pudeln kreuzen. Dann hast du nach zwei Generationen keine reinrassigen Dackel mehr. Jeder schimpft auf die Juden. Aber die sind zumindest  als Volk einig. Ein harter Kern ist durch die Evolution gegenagen, aber es gibt sie immer noch. Was werden wir in hundert Jahren über das deutsche Volk zu berichten haben?";"yes"
"957616310943459";"Pegida, unsere letzte Hoffnung!";"yes"
"951659518205805";"Nun er hat zwar alle Muslime über einen Kamm geschert, hat aber dennoch recht was den Koran angeht.";"no"
"962255010479589";"LOL. Sie sind doch diejenige, die Fotos aus dem Zusammenhang reissen, nicht deren Urheberschaft recherchieren, nur damit sie behaupten können, dass Friedhofsschändungen durch Flüchtlinge ""gang und gäbe"" seien (Ihre Wortwahl Fr. Tiergen"") Wenn Sie das Foto auch nur einmal betrachtet hätten, dann hätten Sie sofort stutzig werden müssen. Auch hätten Sie sich die Frage mal stellen sollen,, warum Flüchtlinge sich die Mühe machen, massenweise über eine Friedhofsmauer zu klettern, wenn es doch offene Eingänge gibt. Einmal eine falsche Information gelesen, festgesetzt im Kopf, weil es ja sooo schön ihre Vorurteile bestätigt. Und hier erneut: Sie haben sich nicht die Mühe gemacht, mal nach dem Institut zu googeln, die Ihnen angebotene Information zu hinterfragen. Es passt einfach so schön in Ihr vorurteilsvolles Weltbild.";"yes"
"966993583339065";"Bitte lesen und verbreiten: US Denkfabrik operiert unter deutscher Tarnung um Schleppernetzwerke zu organsieren.Dasselbe Netzwerk ist der Methode nach der Destabilisierungen durch den ""arabischen Frühling"" und den Unruhen in Syrien und Venezuela zuzuordnen.  http://quer-denken.tv/index.php/1626-wurde-das-ayn-rand-institute-durch-fluchthelfer-in-missbraucht";"yes"
"977024745669282";"In Africa and Middle East we have demographic explosions..50 years ago Algeria was with 8 mln population, now -34 mln...with average age-15 years.. there is no govermnent, even dictatorship that can build schools, infrastructure and create so many jobs for them.. Europe is doomed if not build walls and close all borders..";"yes"
"966641126707644";"viel Erfolg (y)";"yes"
"977147268990363";"Gerade bei N-TV gestern wurde seitens der Politik gesagt die immense Aufnahme von Flüchtlingen war aus humanitären Gründen eine einmalige Angelegenheit. Wieder eine Lüge ! Heute sind von Ungarn aus von Budapest nach Aussage eines Reporters 40 Vollbesetzte Busse und mehrere Züge Richtung Österreich abgefahren. Alle wollen nach Deutschland, natürlich. Und von Griechenland drängt der nächste Pulk nach. Nach Aussage von Heinz Buschkowsky werden es wohl 5 Millionen Flüchtlinge werden. Ade Deutschland, einstmals blühendes Land, du wirst überrannt .Ca. 2060 haben uns die Muselmanen verdrängt.";"yes"
"946590655379358";"das, was ich sehe, ist nicht bunt, sondern braun bis schwarz. Mir wird´s zu bunt.";"yes"
"961742380530852";"Ne, du machst dich selbst zu einem.";"no"
"960864857285271";"Komisch.Fast die ganze Welt merkt was verkehrt läuft bei der Asyldebatte.Nur unsere eigene Regierung nicht.Wenn nicht bald reagiert wird kann keiner mehr die Situation im Griff behalten.Glaube kaum noch an einen Rückhalt in der Bevölkerung. Im Gegenteil!!????";"yes"
"977055292332894";"https://www.facebook.com/pitupitu4/videos/418664468327501/";"no"
"960899887281768";"Das es in Deutschland sehr viel Armut und Ungerechtigkeit gibt,  weiß ich.  Das finde ich auch wirklich traurig.  Aber....
Das gab es vor den Einwanderungen und Asylanten auch... ganz ehrlich.  Es ist zu einfach,  die Schuld auf die schwächsten der Gesellschaft zu schieben.";"yes"
"960970707274686";"Das wäre der zweite wichtige Schritt. Der erste wäre, die Leute gar nicht ins Land zu lassen.";"yes"
"960874550617635";"Schaut euch doch mal an wer den Begriff in der heutigen Zeit wieder so generiert hat, nehem wir mal an Pro Asyl, Flüchtlingsräte, zukunftslose Sozialarbeiter die hervorragend an diesem Trend verdienen. Schaut euch an wer hinter Pro Asyl und den div. Flüchtlingsräten steckt dann wisst ihr woher der Wind weht";"yes"
"947078791997211";"Mal sehen, wie lange die rotgrünsuperkorrekten Gutmenschen noch für die Aufnahme von noch mehr Flüchtlingen demonstrieren. Hoffentlich bekommen die alle ein Aufnahmelager direkt in ihr Wohngebiet.";"yes"
"946629355375488";"wenn die dich Nazi schimpfen dann nenn die doch beim namen, Sozialschmarotzer und rassistische Terroristen. was anderes sind die nämlich nicht. Wenn die ein Heimatgefühl hätten wären die da geblieben.";"yes"
"962364803801943";"Bei Charlie Hebedo haben alle ganz solidarisch getan - dabei waren das genau solche Zeichnungen welche die veröffentlicht haben...";"yes"
"951557164882707";"...und da sie dann dort in Ungarn nicht mehr schmarotzen und dealen können, werden es in Ungarn immer weniger die dort hin wollen. Leider bekommen wir die dann alle noch oben drauf.";"yes"
"961151573923266";"Solche dummen faulen Subjekte wie links sind mir scheissegal";"yes"
"977025355669221";"ich lese gerade die ungarische Zeitungen, und bei uns am Ungarn heute ab 00:00-06:00 DER Ausländeramt hat 119 Asyl Antrag geprüft. 3 Schickt Arbeit bei Ausländeramt. Danke Angela, dich bei uns wir hassen sehr.";"yes"
"960925827279174";"Minderheiten?sind unsere Alten Leute das etwa auch die ein leben lang gearbeitet haben und jetzt nicht wissen wie sie leben sollen von der Rente,eine Frechheit ,die haben es verdient besser zu leben und nicht die Wirtschaftsflüchtlinge die vor der Arbeit fliehen";"yes"
"961068893931534";"""zu Sein"" Aber ansonsten vollkommen Richtig!";"no"
"960882880616802";"Ist es dann von unseren Nachkommen auf vorderman gebracht kommen sie zurück und sagen es ist ihr Land.";"yes"
"960974070607683";"Wie sagt der Volker Mosblech da so schön?

Man hat hier unkontrolliert alles ran geholt und dadurch sind hier in Duisburg diese großen Probleme entstanden. Man durfte aber selbst die Probleme NICHT ansprechen, denn sonst wurde man direkt in die rechte Ecke gedrückt!
Ach wirklich? In die rechte Ecke gedrückt? Das sind ja mal Neuigkeiten!
Ich habe schon seit vielen Jahren das Gefühl, dass wenn die Menschen in Deutschland zu den Missständen in unserem Land ihrem Unmut Luft machen wollen, sie sofort als ´rechts´, ´braun` und ´nazi´ tituliert werden!
ABER nun beachte man mal den Bericht GANZ genau! Darin sind es nicht nur gebürtige Deutsche, die sich beklagen! NEIN, es sind auch Ausländer die schon lange in Deutschland leben, integriert sind und diese ´neuen´ Ausländer ebenfalls scheiße finden! 
Ist das nicht SEHR bezeichnend???

Hey, wenn sich nicht mal mehr unsere Ausländer abends auf die Straße trauen, weil dort neue Ausländer herumhocken und die Leute ausrauben, ja, was soll man denn da von unserer Ausländerpolitik noch halten?
https://www.youtube.com/watch?v=k1BZYQOZpQc";"yes"
"977103645661392";"Uns stehen schlimme Zeiten bevor... Wer das nicht sehen will, muss entweder blind, naiv oder total verblendet sein! Lest Euch das mal bitte durch! Unfassbar, was für Leute hier ins Land geholt werden!  Überhaupt sind die Polizeiberichte aus Sachsen in letzter Zeit sehr lesenswert, wenn Ihr versteht was ich meine... Tausend Dank ""liebe"" Politiker! :p  Glaubt ja nicht, dass wir uns an solche Zustände gewöhnen werden! NIEMALS! https://www.polizei.sachsen.de/de/MI_2015_38067.htm";"yes"
"951540998217657";"""kurzfristige Inanspruchnahme"": ICH LACH MICH TOT!";"yes"
"946634438708313";"Hier aus Ulm, auch ein bedauerlicher ""Einzelfall""  http://www.presseportal.de/blaulicht/pm/110979/3064867  Zwei Kollegen von mir stammen aus Angola (Seit über 25 Jahren in DL, keine Asylanten, damals noch in der DDR als Lehrlinge eingereist) meinen, Angola ist ein sicheres Land, da braucht niemand hier Asyl beantragen!";"yes"
"951531478218609";"Och, Frau Merkel, mir isses jetzt eigenlich langsam bunt genuch.";"yes"
"977215008983589";"https://www.facebook.com/norbert.puskas.77/videos/1148970678465209/";"no"
"960927587278998";"Rosa Weiss, ist doch hinlänglich bekannt, dass sich hinter diesen Organisationen der letzte ""Abschaum und arbeitsscheues Gesindel"" befindet und bei den Plattköpfen, in Berlin, hohe Anerkennung findet. Sollten sich die Zeiten ändern, wird man für diese Unproduktiven auch einen Arbeitsplatz bereitstellen, um das Bruttosozialprodukt zu steigern.";"yes"
"962393693799054";"Max Wittholz";"no"
"961072017264555";"Augenwischerei, ich glaube nicht, das jetzigen Entscheidungsträger wirklich was bewegen wollen.";"yes"
"946960722009018";"Es muss immer nur einer in Deutschland ankommen, die nächsten werden dann im Rahmen der Familienzusammenführung eingeflogen, geht schneller, ist dafür aber auch teurer, denn Gäste lässt man sich schon was kosten, da schauen wir nicht so aufs Geld, denn sonst schimpft man uns Nazis.";"yes"
"977017742336649";"Neukölln ist doch mittlerweile üble Hipster-Ecke. Da tragen mehr Hipster Vollbärte als Muslime :-)";"yes"
"946618685376555";"anne.....genausoviel liebe wie die wichser am wochenende in berlin im bad? verpiss dich mit deinem rotz";"yes"
"961229657248791";"Lernt doch den Asylanten deutsch und verkauft eure Seele gleich mit.";"yes"
"951905361514554";"Was die ""Reinrassigkeit"" von Hunden betrifft, so legt man in Großbritannien doch noch großen Wert auf einen amtlich bescheinigten Stammbaum. So hatten wir auch einen ""britischen"" GOLDEN RETRIEVER, mit Stammbaum-Urkunde, der bei einer deutschen Zuchtschau nur das Prädikat ""sehr gut"" erhielt, beurteilt von einer britischen Richterin, warum auch immer ...!";"yes"
"962177223820701";"http://www.t-online.de/wirtschaft/immobilien/id_74982924/knappheit-bei-fluechtlingsunterkuenften-lockt-geschaeftemacher-an.html   NUN WISSEN ALLE, WARUM HERR SCHWEIGER INS LUKRATIVE GESCHÄFT MIT EINSTEIGEN WILL! ! ! DA GEHT ES NICHT UM NÄCHSTENLIEBE, SONDERN UMS KNALL HARTE GESCHÄFT! ! ! ! ! UND WER EINMAL AN DER DICKEN KOHLE GEROCHEN HAT, DER WILL IMMER MEHR! ! ! !  DER ALLTAG BEWEIST ES UNS  IMMER WIEDER! ! ! !  TJA, HERR SCHWEIGER - DUMM GELAUFEN -AUFGEFLOGEN ??????????????????";"yes"
"977073448997745";"Ich verstehe bald gar nichts mehr .. Obwohl die ""Flüchtlinge"" in den östlichen Ländern ""menschenunwürdig"" behandelt werden, sollen sie in diese Länder ? Die bleiben doch sowieso nicht dort, s. Ungarn. Sie bestimmen doch inzwischen selbst, wo sie hin wollen, da braucht sich die Politik nicht den Kopf über ""Quoten"" zu zerbrechen.";"yes"
"951547974883626";"Aus den Dresdner Thesen: ""Dezentrale Unterbringung von Kriegsflüchtlingen und politisch oder religiös Verfolgten,
entsprechend der kommunalen Möglichkeiten und der Sozialprognose des
Asylbewerbers."" - Aus dem 19-Punkte-Papier: ""PEGIDA ist FÜR dezentrale Unterbringung der Kriegsflüchtlinge und Verfolgten, anstatt in teilweise menschenunwürdigen Heimen!""

Kann mir mal jemand erklären, was das genau heißen soll? Welche Unterbringungsmöglichkeiten werden denn befürwortet? Ich lese hier immer nur Ablehnungen.";"yes"
"960871470617943";"Ich versteh nich warum man erst darüber diskutiert. 
Man nehme alle Wirtschaftsflüchtlinge und bringe sie zum nächsten Flughafen. Tschüss #asylbetrüger";"yes"
"946580775380346";"Lieber als Nazi angesehen werden, als den Mund zu halten. Ich hoffe,dass mehr Deutsche aufbegehren, nur dann ändert sich was.";"yes"
"960925213945902";"Sie können doch nicht Hartz 4 Empfänger, mit Wirtschaftsflüchtlingen vergleichen!!! Auch wenn sie die Wahrheit ignorieren, ich bin der Meinung dass Mindestens 80% der „Asylanten“, Wirtschaftsflüchtlinge sind.";"yes"
"977036275668129";"I agree! I'm not against helping people, but 800.000 are to much. Our leaders have failed, and  the Germans and the next generations will have to pay for it. The EURO's don't grow on ur trees. We have no idea how many islamic radicals are already here!";"yes"
"967090226662734";"Du warst wohl gestern nicht dabei gewesen? :-/";"yes"
"951535474884876";"... ""kurzfristig"" .... Ich lach mich tot !";"yes"
"966929940012096";"Grüße aus Baden-Württemberg weiter so!!!";"yes"
"960898337281923";"gar ne erst rein lassen da braucht man die auch nicht abschieben";"yes"
"960870460618044";"In anderen Ländern sind solche Leute angesehen wenn sie für ihr Land stehen nur in Deutschland sind es Nazis";"yes"
"962176393820784";"http://www.t-online.de/wirtschaft/immobilien/id_74982924/knappheit-bei-fluechtlingsunterkuenften-lockt-geschaeftemacher-an.html   NUN WISSEN ALLE, WARUM HERR SCHWEIGER INS LUKRATIVE GESCHÄFT MIT EINSTEIGEN WILL! ! ! DA GEHT ES NICHT UM NÄCHSTENLIEBE, SONDERN UMS KNALL HARTE GESCHÄFT! ! ! ! ! UND WER EINMAL AN DER DICKEN KOHLE GEROCHEN HAT, DER WILL IMMER MEHR! ! ! !  DER ALLTAG BEWEIST ES UNS  IMMER WIEDER! ! ! !  TJA, HERR SCHWEIGER - DUMM GELAUFEN -AUFGEFLOGEN ??????????????????";"yes"
"977048892333534";"Verrat  !!!";"yes"
"960864720618618";"Ahhh ok. Tja..";"no"
"960886570616433";"http://deutsche-mitte.de/";"no"
"961090720596018";"Sehr geehrte Frau Anja Reschke,

warum ist man „ein Rassistischer Niemand“, wenn man der Meinung ist, dass wirklichen Kriegsflüchtlingen geholfen werden muss und Wirtschaftsflüchtlingen eben nicht? Es gibt kaum ein Land dass soviel Hilfe, für wirtschaftsschwache Länder bereitstellt, wie Deutschland. Mich persönlich erschüttert es, wie viele Menschen das Asylrecht nicht mehr respektieren möchten, obwohl es klare Richtlinien gibt. Ich bin nicht der Meinung, dass man Menschen, die der Ansicht sind, das Asylrecht wird ausgenutzt und Missbraucht, als Nazis hinstellen darf, weil dass auch Volksverhetzung ist!";"yes"
